Spectrum,Simple_Mean_Age,Simple_Mean_StdDev,Bootstrap_Median_Age,Bootstrap_Uncertainty
sn2002dp-20020620.47-fast_corrected_snid,-3.35,2.39,-3.00,0.49
sn1994D-19940410.26-fast_corrected_snid,26.27,5.79,28.40,1.59
sn1998bp-19980719.25-fast_corrected_snid,68.81,22.19,71.05,3.40
sn2007F-20070225.43-fast_corrected_snid,33.98,3.80,34.10,0.74
sn1999aa-19990419.21-fast_corrected_snid,52.34,4.60,51.00,0.86
sn2007S-20070219.32-fast_corrected_snid,3.85,3.91,4.40,0.44
sn2007co-20070608.35-fast_corrected_snid,-4.04,3.75,-2.60,0.70
sn2002hu-20030129.18-mmt_corrected_snid,64.37,6.09,63.90,1.77
sn2005kc-20051130.11-fast_corrected_snid,6.00,1.49,6.30,0.36
sn2007le-20071113.14-fast_corrected_snid,16.38,2.22,16.30,0.51
sn2003fa-20030624.29-fast_corrected_snid,4.16,3.38,4.80,0.52
sn2000cf-20000603.33-fast_corrected_snid,26.12,5.51,29.25,1.59
sn2005kc-20051203.17-fast_corrected_snid,8.85,1.64,8.45,0.31
sn2007co-20070911.16-mmt_corrected_snid,90.85,12.66,87.20,2.69
sn1998bu-19980626.17-fast_corrected_snid,40.30,3.42,39.90,0.89
sn1998bu-19981222.48-fast_corrected_snid,229.16,106.53,218.60,24.37
sn2001en-20011018.35-fast_corrected_snid,7.25,0.86,7.45,0.24
sn2007co-20070616.35-fast_corrected_snid,-0.08,4.76,1.85,1.22
sn2003cg-20030331.21-fast_corrected_snid,0.77,2.43,0.20,0.71
sn2002de-20020606.22-fast_corrected_snid,-3.49,3.20,-4.05,1.03
sn2003it-20031023.25-fast_corrected_snid,-1.00,2.23,-1.25,0.54
sn2003U-20030206.55-fast_corrected_snid,-3.00,2.53,-3.15,0.70
sn2008Z-20080407.24-fast_corrected_snid,53.16,5.66,52.95,1.81
sn2001fe-20011220.52-fast_corrected_snid,35.70,3.03,34.10,0.89
sn1998V-19980429.50-fast_corrected_snid,38.60,5.02,38.65,0.70
sn1999aa-19990217.26-fast_corrected_snid,-6.71,2.51,-6.50,0.75
sn1999by-19990611.16-fast_corrected_snid,30.20,9.11,28.65,2.45
sn2001G-20010216.31-fast_corrected_snid,24.19,10.76,21.60,1.04
sn1999dq-19990915.45-fast_corrected_snid,0.07,2.04,-0.10,0.41
sn2005M-20050309.26-fast_corrected_snid,29.97,3.14,30.00,0.76
sn2006X-20060324.34-fast_corrected_snid,34.53,4.62,34.85,1.28
sn2007bm-20070423.23-fast_corrected_snid,-4.08,4.36,-2.80,1.44
sn2000fa-20010115.41-fast_corrected_snid,32.34,5.12,33.10,0.91
sn1998es-19990109.22-fast_corrected_snid,36.38,2.64,36.85,0.80
sn2001ay-20010426.41-mmt_corrected_snid,-0.67,4.79,-1.10,1.29
sn2007co-20070609.33-fast_corrected_snid,-2.54,3.77,-2.55,0.87
sn2001G-20010423.19-fast_corrected_snid,90.48,25.56,88.85,3.69
sn1998es-19990116.11-fast_corrected_snid,44.42,4.20,42.40,0.79
sn2004dt-20040908.49-fast_corrected_snid,13.83,4.18,12.95,0.56
sn2001en-20011022.29-fast_corrected_snid,11.59,1.29,11.65,0.35
sn2006lf-20061227.29-fast_corrected_snid,59.12,5.01,58.60,0.99
sn2004L-20040130.33-fast_corrected_snid,6.22,1.45,5.50,0.46
sn2003cg-20030410.20-fast_corrected_snid,8.54,1.07,8.80,0.26
sn2001N-20010223.31-fast_corrected_snid,14.14,7.19,-1.00,-1.00
sn2001bf-20010529.37-fast_corrected_snid,11.74,1.72,11.25,0.21
sn2007af-20070314.44-fast_corrected_snid,-1.22,4.09,0.05,1.17
sn2008Z-20080307.27-fast_corrected_snid,16.15,1.38,15.40,0.55
sn2003du-20030426.34-fast_corrected_snid,-2.33,3.98,-1.45,0.81
sn2006X-20060404.33-fast_corrected_snid,37.75,10.60,39.85,1.34
sn2002bo-20020311.23-fast_corrected_snid,-0.56,4.28,-0.20,1.01
sn2002bo-20020411.19-fast_corrected_snid,18.00,4.07,18.65,0.74
sn1996bk-19961015.10-fast_corrected_snid,5.00,1.99,5.80,0.44
sn2003hu-20030919.19-fast_corrected_snid,-2.73,3.60,-2.50,0.82
sn1996bo-19961107.15-fast_corrected_snid,8.66,1.14,8.70,0.28
sn2001bf-20010628.30-fast_corrected_snid,35.26,14.41,42.10,5.12
sn2007bc-20070416.21-fast_corrected_snid,5.46,1.81,5.95,0.49
sn2000dg-20000906.43-fast_corrected_snid,4.54,3.47,4.35,0.56
sn2001G-20010315.19-fast_corrected_snid,54.70,5.56,54.85,1.37
sn2005eu-20051011.37-fast_corrected_snid,-2.62,4.69,-1.25,1.53
sn2002fk-20020929.44-fast_corrected_snid,-1.93,2.35,-1.20,0.70
sn2001ep-20011021.43-fast_corrected_snid,3.48,3.53,4.10,0.40
sn2002cd-20020513.47-fast_corrected_snid,17.75,4.35,18.25,0.57
sn2006X-20060321.30-fast_corrected_snid,33.72,5.19,33.00,1.28
sn2005iq-20051107.21-fast_corrected_snid,-1.92,3.91,-1.45,0.99
sn1999cc-19990610.37-fast_corrected_snid,27.98,2.83,27.75,0.53
sn2002ck-20020502.46-fast_corrected_snid,-0.70,3.77,-0.50,0.72
sn1998de-19980730.46-fast_corrected_snid,-2.67,5.02,0.95,1.18
sn1998es-19990121.14-fast_corrected_snid,48.41,4.65,49.50,1.29
sn1998bp-19980504.39-fast_corrected_snid,3.26,2.47,3.95,0.44
sn1999aa-19990221.29-fast_corrected_snid,-2.19,2.11,-2.20,0.67
sn2008ar-20080306.40-fast_corrected_snid,-5.71,2.98,-5.75,0.97
sn1997E-19970209.23-fast_corrected_snid,26.30,4.81,27.85,1.59
sn2008bf-20080402.35-fast_corrected_snid,-0.29,2.81,0.40,0.66
sn1998bu-19980701.16-fast_corrected_snid,45.35,3.70,44.05,0.99
sn2001gc-20011204.36-fast_corrected_snid,4.33,3.15,5.55,0.49
sn2008C-20080113.28-fast_corrected_snid,12.18,1.84,11.60,0.42
sn1994ae-19941204.53-fast_corrected_snid,3.77,2.05,3.25,0.48
sn1996X-19960420.31-fast_corrected_snid,1.24,2.53,1.05,0.83
sn1998dx-19980918.15-fast_corrected_snid,0.85,2.12,1.35,0.50
sn2005na-20060104.34-fast_corrected_snid,-2.55,3.58,-0.65,0.65
sn2004as-20040314.32-fast_corrected_snid,-4.25,4.15,-2.70,1.14
sn1998bp-19980531.40-fast_corrected_snid,29.98,3.70,29.55,0.79
sn1995D-19950302.30-fast_corrected_snid,8.50,1.05,8.20,0.30
sn1994ae-19941209.50-fast_corrected_snid,9.39,1.28,9.40,0.21
sn2005eu-20051125.23-fast_corrected_snid,27.33,7.28,24.85,1.92
sn2005ke-20051223.21-fast_corrected_snid,32.53,7.05,32.15,1.13
sn2001ck-20010627.22-fast_corrected_snid,13.96,1.36,14.05,0.34
sn2003cg-20030402.33-fast_corrected_snid,2.40,2.53,1.75,0.78
sn2003du-20030427.24-fast_corrected_snid,-1.73,3.26,-1.35,0.72
sn2004gs-20050109.38-fast_corrected_snid,27.28,3.03,27.25,0.92
sn1994ae-19950107.37-fast_corrected_snid,42.81,3.14,41.35,0.58
sn2007ci-20070521.19-fast_corrected_snid,-0.93,2.55,-1.25,0.60
sn1999aa-19990310.23-fast_corrected_snid,15.54,1.40,14.65,0.56
sn2007fs-20071010.22-fast_corrected_snid,90.71,10.02,87.03,2.29
sn2001bg-20010525.14-fast_corrected_snid,13.10,1.65,12.65,0.39
sn2006bz-20060507.22-fast_corrected_snid,-1.23,4.73,-1.55,1.23
sn1999gd-20000111.40-fast_corrected_snid,31.05,8.36,30.45,1.50
sn2007fb-20070910.35-fast_corrected_snid,70.63,9.60,68.25,1.86
sn1997bp-19970414.30-fast_corrected_snid,0.77,3.41,1.75,1.08
sn2002cs-20020511.44-fast_corrected_snid,-2.56,3.78,-1.50,0.85
sn2003fa-20030609.38-fast_corrected_snid,-6.59,2.42,-5.95,0.69
sn2007af-20070310.46-fast_corrected_snid,-2.33,3.83,-1.05,1.08
sn2005cf-20050616.19-fast_corrected_snid,-1.25,3.98,-0.40,0.96
sn2005am-20050303.30-fast_corrected_snid,-5.02,3.67,-4.60,0.84
sn2007bd-20070412.18-fast_corrected_snid,-2.97,2.83,-2.45,0.70
sn1996bo-19961111.27-fast_corrected_snid,12.46,1.32,12.30,0.37
sn2006le-20061220.38-fast_corrected_snid,35.16,6.21,38.25,2.04
sn1998aq-19981214.54-fast_corrected_snid,219.02,49.67,218.65,13.18
sn2001cp-20010623.44-fast_corrected_snid,-2.21,3.01,-2.00,0.67
sn2003du-20030609.29-fast_corrected_snid,31.64,4.69,30.70,1.30
sn2004as-20040327.35-fast_corrected_snid,5.13,2.17,6.25,0.47
sn1998bp-19980502.47-fast_corrected_snid,2.11,3.17,2.80,0.54
sn2003iv-20031025.37-fast_corrected_snid,2.72,2.47,2.35,0.67
sn1994T-19940611.21-fast_corrected_snid,-0.31,5.77,1.70,1.16
sn1999dq-19991213.24-fast_corrected_snid,61.87,15.37,60.45,2.71
