sn_name,snr,redshift,feature_depth,mean_continuum_noise,adaptive_feature_width_A,min_wavelength_A,spectrum_file
2007le,35.15,0.00680,2.3278e-12,6.6226e-14,186.7,6118.1,sn2007le-20071018.23-fast_corrected.flm
2007le,27.85,0.00680,7.9905e-13,2.8691e-14,242.6,6358.2,sn2007le-20071204.12-fast_corrected.flm
2005cf,75.96,0.00650,8.8542e-15,1.1656e-16,239.6,6179.5,sn2005cf-20050615.24-fast_corrected.flm
2003ic,7.67,0.05530,1.7107e-16,2.2314e-17,117.0,6450.0,sn2003ic-20030928.30-fast_corrected.flm
2006sr,31.76,0.02440,7.3006e-16,2.2987e-17,269.0,6261.2,sn2006sr-20061225.12-fast_corrected.flm
2003fa,1.99,0.04040,4.5999e-17,2.3155e-17,6.0,6379.5,sn2003fa-20030607.34-fast_corrected.flm
2001E,23.28,0.01910,9.4676e-16,4.0672e-17,259.5,6181.5,sn2001E-20010119.49-fast_corrected.flm
2006ax,46.82,0.01670,2.4193e-15,5.1676e-17,258.7,6243.2,sn2006ax-20060402.30-fast_corrected.flm
2007A,24.67,0.01710,5.2288e-15,2.1193e-16,238.1,6239.5,sn2007A-20070109.12-fast_corrected.flm
2001bg,21.11,0.00720,3.7158e-15,1.7605e-16,219.0,6160.5,sn2001bg-20010521.14-fast_corrected.flm
1998bu,60.57,0.00290,9.6996e-15,1.6013e-16,180.0,6159.0,sn1998bu-19980531.18-fast_corrected.flm
2001eh,16.21,0.03710,3.6132e-16,2.2285e-17,210.0,6355.5,sn2001eh-20010920.33-fast_corrected.flm
2001bg,19.81,0.00720,1.3279e-15,6.7023e-17,195.0,6186.0,sn2001bg-20010530.15-fast_corrected.flm
2003kf,32.89,0.00740,2.2972e-15,6.9838e-17,175.5,6177.0,sn2003kf-20031226.38-fast_corrected.flm
1997do,17.23,0.01010,9.1557e-16,5.3151e-17,249.0,6054.0,sn1997do-19971103.43-fast_corrected.flm
2006hb,27.83,0.01530,9.8485e-16,3.5393e-17,216.1,6227.8,sn2006hb-20060929.51-fast_corrected.flm
1996X,51.76,0.00680,4.6010e-14,8.8895e-16,242.6,6169.6,sn1996X-19960420.31-fast_corrected.flm
2003W,4.88,0.02010,1.8429e-16,3.7793e-17,36.0,6454.5,sn2003W-20030326.31-fast_corrected.flm
2002es,7.06,0.01800,2.3752e-16,3.3633e-17,126.0,6360.0,sn2002es-20020906.49-fast_corrected.flm
2005kc,4.02,0.01510,1.0268e-16,2.5556e-17,2.9,6230.7,sn2005kc-20051223.08-fast_corrected.flm
1997dt,23.74,0.00730,1.1176e-15,4.7081e-17,226.5,6162.0,sn1997dt-19971206.11-fast_corrected.flm
2002bo,60.14,0.00430,6.6923e-15,1.1128e-16,276.0,6088.5,sn2002bo-20020317.35-fast_corrected.flm
2006lf,1.85,0.01320,1.1465e-16,6.1875e-17,5.9,6133.8,sn2006lf-20061216.30-fast_corrected.flm
2007ci,31.53,0.01800,7.1552e-16,2.2697e-17,252.8,6211.7,sn2007ci-20070525.19-fast_corrected.flm
1997do,1.48,0.01010,6.3570e-17,4.3050e-17,87.0,6183.0,sn1997do-19971205.30-fast_corrected.flm
2002cr,22.40,0.00940,2.0394e-15,9.1035e-17,186.0,6237.0,sn2002cr-20020603.16-fast_corrected.flm
2004L,16.30,0.03230,3.2261e-16,1.9793e-17,190.5,6325.5,sn2004L-20040128.37-fast_corrected.flm
2006az,6.34,0.03110,1.1249e-16,1.7740e-17,135.2,6325.0,sn2006az-20060403.30-fast_corrected.flm
1994ae,28.13,0.00430,1.1413e-14,4.0576e-16,225.6,6150.8,sn1994ae-19941207.55-mmt_corrected.flm
2007bc,25.92,0.02080,8.1748e-16,3.1535e-17,230.8,6264.6,sn2007bc-20070407.24-fast_corrected.flm
2005cf,26.18,0.00650,2.0027e-15,7.6486e-17,236.7,6145.7,sn2005cf-20050603.29-fast_corrected.flm
2003U,38.58,0.02810,4.7976e-16,1.2436e-17,244.0,6262.0,sn2003U-20030129.53-mmt_corrected.flm
2006al,8.99,0.06790,9.2824e-17,1.0322e-17,245.5,6555.5,sn2006al-20060227.42-fast_corrected.flm
2001ep,46.55,0.01300,3.9657e-15,8.5195e-17,225.0,6213.0,sn2001ep-20011019.44-fast_corrected.flm
1999dq,8.75,0.01410,1.7601e-16,2.0115e-17,154.5,6450.0,sn1999dq-19991213.24-fast_corrected.flm
2006H,9.24,0.01400,2.6223e-16,2.8369e-17,185.2,6250.2,sn2006H-20060128.11-fast_corrected.flm
1997cn,8.04,0.01680,2.1712e-16,2.6994e-17,16.2,6056.4,sn1997cn-19970609.21-fast_corrected.flm
2007ci,6.71,0.01800,1.9494e-16,2.9035e-17,216.1,6235.2,sn2007ci-20070608.18-fast_corrected.flm
2001ep,39.18,0.01300,5.1623e-15,1.3176e-16,214.5,6214.5,sn2001ep-20011022.43-fast_corrected.flm
1998es,32.85,0.01060,2.5700e-15,7.8239e-17,226.5,6207.5,sn1998es-19981122.26-fast_corrected.flm
2001V,7.49,0.01510,3.4460e-16,4.6023e-17,66.0,6241.5,sn2001V-20010325.21-fast_corrected.flm
1999gp,2.96,0.02670,6.9751e-17,2.3537e-17,105.0,6502.5,sn1999gp-20000303.12-fast_corrected.flm
2006gr,1.92,0.03460,2.0677e-17,1.0760e-17,2.9,6238.1,sn2006gr-20060925.23-fast_corrected.flm
2007F,14.89,0.02360,1.5189e-15,1.0204e-16,226.4,6458.6,sn2007F-20070318.37-fast_corrected.flm
2003kc,20.19,0.03340,4.7959e-17,2.3749e-18,146.0,6534.0,sn2003kc-20040118.43-mmt_corrected.flm
1998ec,13.16,0.01990,5.5473e-16,4.2158e-17,208.5,6226.5,sn1998ec-19980930.50-fast_corrected.flm
1994D,39.24,0.00290,8.0842e-15,2.0604e-16,202.9,6154.6,sn1994D-19940405.34-fast_corrected.flm
1996bo,23.97,0.01720,1.8496e-15,7.7160e-17,236.7,6221.1,sn1996bo-19961107.15-fast_corrected.flm
2008Q,87.24,0.00810,1.5864e-14,1.8185e-16,247.0,6162.6,sn2008Q-20080208.14-fast_corrected.flm
2002de,11.35,0.02800,6.6644e-16,5.8700e-17,214.5,6289.5,sn2002de-20020605.41-fast_corrected.flm
1998aq,127.72,0.00390,1.9897e-14,1.5579e-16,87.8,6079.5,sn1998aq-19980424.37-fast_corrected.flm
2003kf,12.06,0.00740,3.0806e-16,2.5540e-17,166.5,6363.0,sn2003kf-20040318.12-fast_corrected.flm
1999aa,7.43,0.01440,2.6710e-16,3.5957e-17,186.0,6409.5,sn1999aa-19990415.16-fast_corrected.flm
2007F,36.69,0.02360,1.3236e-14,3.6080e-16,235.2,6275.9,sn2007F-20070126.43-fast_corrected.flm
2002jy,15.84,0.01960,2.6814e-13,1.6932e-14,175.5,6261.0,sn2002jy-20030102.12-fast_corrected.flm
2005am,54.33,0.00840,1.6051e-14,2.9546e-16,254.3,6148.6,sn2005am-20050308.25-fast_corrected.flm
1998ec,5.72,0.01990,1.3730e-16,2.3999e-17,174.0,6276.0,sn1998ec-19981023.48-fast_corrected.flm
2006X,104.61,0.00520,1.0658e-14,1.0189e-16,270.5,6080.2,sn2006X-20060225.36-fast_corrected.flm
1998dm,18.35,0.00650,1.1865e-15,6.4656e-17,165.0,6189.0,sn1998dm-19980923.39-fast_corrected.flm
1998ab,3.03,0.02700,7.4213e-17,2.4498e-17,4.5,6436.5,sn1998ab-19980528.24-fast_corrected.flm
2002ha,22.34,0.01440,1.5904e-15,7.1200e-17,220.5,6217.5,sn2002ha-20021029.13-fast_corrected.flm
2006H,11.50,0.01400,3.5357e-16,3.0736e-17,180.8,6236.0,sn2006H-20060122.11-fast_corrected.flm
2002hu,14.47,0.03740,3.3176e-17,2.2933e-18,254.0,6580.0,sn2002hu-20030129.18-mmt_corrected.flm
1995al,133.36,0.00510,3.4610e-14,2.5953e-16,261.7,6129.9,sn1995al-19951116.51-fast_corrected.flm
2004gs,3.60,0.02660,3.3026e-17,9.1665e-18,52.9,6319.2,sn2004gs-20050109.38-fast_corrected.flm
2003it,30.77,0.02510,7.3248e-16,2.3808e-17,243.0,6268.5,sn2003it-20031023.25-fast_corrected.flm
2007le,28.55,0.00680,8.8638e-13,3.1046e-14,222.0,6382.2,sn2007le-20071218.12-fast_corrected.flm
1997cn,5.04,0.01680,1.2659e-16,2.5119e-17,36.8,6266.6,sn1997cn-19970602.36-fast_corrected.flm
2006X,105.43,0.00520,1.1638e-14,1.1039e-16,277.8,6095.2,sn2006X-20060228.34-fast_corrected.flm
1999by,7.84,0.00220,1.3744e-15,1.7539e-16,198.0,6267.0,sn1999by-19990622.17-fast_corrected.flm
1998co,4.42,0.01820,4.0120e-16,9.0779e-17,10.5,6369.0,sn1998co-19980716.41-fast_corrected.flm
2007af,12.80,0.00540,3.4978e-16,2.7332e-17,204.3,6375.3,sn2007af-20070625.17-fast_corrected.flm
2007fb,3.93,0.01800,5.2052e-17,1.3253e-17,11.8,6379.7,sn2007fb-20071015.30-fast_corrected.flm
2007cg,9.55,0.03320,2.9409e-16,3.0791e-17,245.5,6300.9,sn2007cg-20070514.24-fast_corrected.flm
2002aw,24.94,0.02650,8.2993e-16,3.3277e-17,223.5,6280.5,sn2002aw-20020220.52-fast_corrected.flm
1998aq,48.28,0.00390,4.9490e-15,1.0251e-16,255.0,6142.5,sn1998aq-19980419.26-fast_corrected.flm
2004at,41.76,0.02230,2.4192e-15,5.7938e-17,264.0,6270.0,sn2004at-20040324.32-fast_corrected.flm
2006cp,3.55,0.02230,5.7103e-17,1.6071e-17,19.1,6178.0,sn2006cp-20060601.26-fast_corrected.flm
2004dt,3.41,0.01940,2.4840e-16,7.2891e-17,66.2,6432.4,sn2004dt-20041212.18-fast_corrected.flm
2006gr,4.30,0.03460,3.6089e-17,8.3848e-18,29.4,6332.7,sn2006gr-20061017.24-fast_corrected.flm
1998co,34.16,0.01820,4.8789e-15,1.4281e-16,250.5,6241.5,sn1998co-19980624.45-fast_corrected.flm
2007af,58.46,0.00540,7.4122e-15,1.2678e-16,192.6,6170.0,sn2007af-20070326.39-fast_corrected.flm
2003it,30.43,0.02510,7.0210e-16,2.3075e-17,237.0,6264.0,sn2003it-20031024.24-fast_corrected.flm
2007S,13.52,0.01390,7.3760e-16,5.4561e-17,124.9,6239.1,sn2007S-20070225.30-fast_corrected.flm
2001G,11.94,0.01680,4.1708e-16,3.4932e-17,240.0,6424.5,sn2001G-20010315.19-fast_corrected.flm
2001az,5.85,0.04070,7.3794e-17,1.2609e-17,116.0,6390.0,sn2001az-20010524.43-mmt_corrected.flm
1998es,16.22,0.01060,5.5371e-16,3.4145e-17,229.5,6415.5,sn1998es-19990207.13-fast_corrected.flm
2002hw,9.99,0.01750,5.0227e-16,5.0289e-17,228.0,6232.5,sn2002hw-20021112.10-fast_corrected.flm
2006gr,1.60,0.03460,2.8055e-17,1.7511e-17,155.8,6395.9,sn2006gr-20061028.16-fast_corrected.flm
2008C,26.75,0.01700,8.5684e-16,3.2033e-17,235.2,6229.7,sn2008C-20080105.27-fast_corrected.flm
2007S,-1.61,0.01390,-7.0494e-17,4.3820e-17,192.6,6441.1,sn2007S-20070414.25-fast_corrected.flm
1998ab,8.09,0.02700,2.7212e-16,3.3626e-17,252.0,6396.0,sn1998ab-19980430.26-fast_corrected.flm
1999ac,9.15,0.00950,2.2985e-16,2.5113e-17,193.5,6409.5,sn1999ac-19990515.38-fast_corrected.flm
2006br,9.64,0.02450,1.6055e-16,1.6649e-17,197.0,6264.9,sn2006br-20060430.18-fast_corrected.flm
2001ep,42.04,0.01300,1.9490e-15,4.6361e-17,255.0,6199.5,sn2001ep-20011014.45-fast_corrected.flm
2007ci,3.70,0.01800,6.8447e-17,1.8479e-17,4.4,6271.4,sn2007ci-20070614.18-fast_corrected.flm
2007af,98.30,0.00540,1.1534e-14,1.1734e-16,223.4,6150.0,sn2007af-20070311.45-fast_corrected.flm
1994ae,77.43,0.00430,6.6804e-15,8.6279e-17,247.0,6160.7,sn1994ae-19941202.53-fast_corrected.flm
2007le,66.18,0.00680,6.0872e-12,9.1974e-14,248.4,6164.7,sn2007le-20071109.18-fast_corrected.flm
2007al,14.75,0.01210,3.3133e-16,2.2464e-17,198.4,6235.8,sn2007al-20070315.23-fast_corrected.flm
2003kf,18.25,0.00740,1.1644e-15,6.3803e-17,127.5,6196.5,sn2003kf-20031227.42-fast_corrected.flm
1998V,10.19,0.01740,3.7415e-16,3.6707e-17,154.5,6240.0,sn1998V-19980331.48-fast_corrected.flm
2002he,19.07,0.02460,1.3144e-15,6.8918e-17,249.0,6247.5,sn2002he-20021113.53-fast_corrected.flm
2004gs,23.20,0.02660,8.6434e-16,3.7259e-17,219.0,6262.4,sn2004gs-20041218.46-fast_corrected.flm
1999dq,9.67,0.01410,2.9342e-16,3.0353e-17,168.0,6378.0,sn1999dq-19991031.33-fast_corrected.flm
2006lf,2.96,0.01320,2.3738e-16,8.0328e-17,19.1,6212.1,sn2006lf-20061221.21-fast_corrected.flm
1996ai,29.69,0.00290,1.3714e-14,4.6187e-16,238.1,6144.6,sn1996ai-19960621.23-fast_corrected.flm
2007le,27.63,0.00680,2.2456e-12,8.1282e-14,186.7,6162.2,sn2007le-20071115.16-fast_corrected.flm
1998bp,2.15,0.01050,3.2171e-16,1.4968e-16,28.5,6264.0,sn1998bp-19980602.35-fast_corrected.flm
2004as,22.97,0.03100,5.0254e-16,2.1875e-17,270.0,6292.5,sn2004as-20040323.26-fast_corrected.flm
2005am,8.10,0.00840,1.0628e-15,1.3114e-16,97.0,6188.9,sn2005am-20050330.16-fast_corrected.flm
2002jg,5.20,0.01570,2.6239e-16,5.0499e-17,165.0,6205.5,sn2002jg-20021128.09-fast_corrected.flm
1999gp,19.57,0.02670,5.4830e-16,2.8017e-17,244.5,6279.0,sn1999gp-20000110.11-fast_corrected.flm
2007jg,10.42,0.03710,1.0778e-16,1.0344e-17,191.1,6291.0,sn2007jg-20070920.46-fast_corrected.flm
2008bf,31.04,0.02460,7.4671e-16,2.4060e-17,207.3,6271.4,sn2008bf-20080406.29-fast_corrected.flm
2001cp,6.76,0.02240,2.2800e-16,3.3720e-17,235.5,6253.5,sn2001cp-20010621.45-fast_corrected.flm
2006X,9.59,0.00520,1.1028e-15,1.1495e-16,235.2,6123.2,sn2006X-20060326.26-fast_corrected.flm
1999dq,12.05,0.01410,4.4692e-16,3.7087e-17,16.5,6217.5,sn1999dq-19991011.45-fast_corrected.flm
1997bp,21.61,0.00830,6.8678e-16,3.1780e-17,195.5,6379.8,sn1997bp-19970530.18-fast_corrected.flm
2002bo,39.30,0.00430,2.8301e-15,7.2014e-17,259.5,6106.5,sn2002bo-20020322.17-fast_corrected.flm
1998dm,26.37,0.00650,1.6393e-15,6.2170e-17,172.5,6187.5,sn1998dm-19980918.40-fast_corrected.flm
1999gh,57.71,0.00770,4.1292e-15,7.1550e-17,258.0,6154.5,sn1999gh-19991207.53-fast_corrected.flm
2003iv,13.04,0.03430,3.6636e-16,2.8090e-17,249.0,6337.5,sn2003iv-20031022.38-fast_corrected.flm
1994D,22.78,0.00290,7.6014e-15,3.3368e-16,236.7,6102.0,sn1994D-19940311.41-fast_corrected.flm
2006le,7.91,0.01740,1.2557e-15,1.5871e-16,185.2,6217.6,sn2006le-20061101.43-fast_corrected.flm
2001N,6.03,0.02100,1.8084e-16,2.9969e-17,16.5,6291.0,sn2001N-20010221.34-fast_corrected.flm
2001V,12.33,0.01510,7.7198e-16,6.2632e-17,157.5,6237.0,sn2001V-20010323.24-fast_corrected.flm
1994M,13.59,0.02320,4.6860e-16,3.4472e-17,188.1,6266.4,sn1994M-19940515.27-mmt_corrected.flm
1994ae,7.19,0.00430,1.7844e-16,2.4803e-17,0.0,6172.5,sn1994ae-19950103.48-fast_corrected.flm
2007S,14.69,0.01390,9.6374e-16,6.5610e-17,183.8,6227.4,sn2007S-20070209.30-fast_corrected.flm
1998bu,22.17,0.00290,6.5324e-15,2.9462e-16,4.5,6172.5,sn1998bu-19980621.16-fast_corrected.flm
2004as,14.95,0.03100,3.8938e-16,2.6049e-17,255.0,6316.5,sn2004as-20040328.22-fast_corrected.flm
1998bu,40.42,0.00290,1.3916e-14,3.4430e-16,172.5,6306.0,sn1998bu-19980630.17-fast_corrected.flm
2008Z,16.54,0.02100,7.7072e-16,4.6607e-17,224.9,6220.5,sn2008Z-20080213.33-fast_corrected.flm
1998aq,39.79,0.00390,5.6646e-15,1.4237e-16,204.0,6309.0,sn1998aq-19980629.17-fast_corrected.flm
2001V,6.77,0.01510,1.8027e-16,2.6621e-17,184.5,6162.0,sn2001V-20010220.29-fast_corrected.flm
1996ai,5.74,0.00290,1.7090e-15,2.9784e-16,23.5,6165.2,sn1996ai-19960716.18-fast_corrected.flm
2007fb,14.32,0.01800,1.0236e-15,7.1484e-17,176.4,6237.6,sn2007fb-20070719.48-fast_corrected.flm
2001ay,4.88,0.03020,7.1150e-17,1.4580e-17,4.5,6339.0,sn2001ay-20010530.37-fast_corrected.flm
2007fb,7.66,0.01800,1.0267e-16,1.3396e-17,202.9,6437.1,sn2007fb-20070910.35-fast_corrected.flm
2004ef,17.54,0.03100,6.5208e-16,3.7183e-17,239.6,6283.3,sn2004ef-20040912.28-fast_corrected.flm
1998bu,55.22,0.00290,1.7856e-14,3.2337e-16,174.0,6309.0,sn1998bu-19980626.17-fast_corrected.flm
2007af,13.65,0.00540,8.0152e-16,5.8713e-17,202.9,6212.1,sn2007af-20070408.32-fast_corrected.flm
2007S,-3.25,0.01390,-2.1074e-16,6.4854e-17,288.1,6324.9,sn2007S-20070310.28-fast_corrected.flm
1999dq,9.17,0.01410,4.8154e-16,5.2518e-17,219.0,6208.5,sn1999dq-19990909.44-fast_corrected.flm
1999dq,50.98,0.01410,3.1273e-15,6.1339e-17,235.5,6223.5,sn1999dq-19990918.45-fast_corrected.flm
2001fh,10.21,0.01230,3.3872e-16,3.3177e-17,207.0,6211.5,sn2001fh-20011120.08-fast_corrected.flm
2005cf,29.32,0.00650,2.3745e-15,8.0975e-17,155.8,6204.5,sn2005cf-20050629.31-fast_corrected.flm
2005cf,12.11,0.00650,5.8078e-16,4.7969e-17,80.9,6195.7,sn2005cf-20050710.21-fast_corrected.flm
1998bp,5.66,0.01050,4.1697e-16,7.3629e-17,133.5,6217.5,sn1998bp-19980518.36-fast_corrected.flm
2005cf,94.57,0.00650,8.5329e-15,9.0231e-17,230.8,6173.0,sn2005cf-20050612.36-fast_corrected.flm
2001en,19.75,0.01640,2.5788e-15,1.3055e-16,217.5,6207.0,sn2001en-20011022.29-fast_corrected.flm
1994ae,87.51,0.00430,8.0121e-15,9.1559e-17,239.6,6159.2,sn1994ae-19941203.54-fast_corrected.flm
2007fs,38.91,0.01730,1.6533e-14,4.2485e-16,223.4,6239.1,sn2007fs-20070720.44-fast_corrected.flm
2007bm,41.92,0.00620,3.2963e-15,7.8625e-17,194.0,6182.8,sn2007bm-20070514.16-fast_corrected.flm
2006ot,4.20,0.05290,6.9919e-17,1.6640e-17,29.4,6362.1,sn2006ot-20061127.30-fast_corrected.flm
1996X,20.28,0.00680,9.9401e-15,4.9010e-16,220.5,6165.2,sn1996X-19960416.44-fast_corrected.flm
1998bu,107.15,0.00290,1.7671e-14,1.6492e-16,250.5,6145.5,sn1998bu-19980517.15-fast_corrected.flm
2002er,56.25,0.00910,4.6179e-15,8.2098e-17,258.0,6154.5,sn2002er-20020904.12-fast_corrected.flm
2006lf,11.29,0.01320,7.9050e-16,7.0044e-17,207.3,6211.2,sn2006lf-20061029.40-fast_corrected.flm
2004fz,27.09,0.01730,2.8629e-15,1.0569e-16,247.0,6245.1,sn2004fz-20041117.41-fast_corrected.flm
1999gd,13.43,0.01830,7.0437e-16,5.2441e-17,220.5,6235.5,sn1999gd-19991208.52-fast_corrected.flm
1999gh,11.24,0.00770,3.6599e-16,3.2576e-17,156.0,6081.0,sn1999gh-20000112.38-fast_corrected.flm
1998es,17.11,0.01060,9.7019e-16,5.6702e-17,186.0,6181.5,sn1998es-19981118.28-fast_corrected.flm
2008ar,9.40,0.02610,4.2256e-16,4.4932e-17,177.9,6287.2,sn2008ar-20080304.40-fast_corrected.flm
1999gd,20.33,0.01830,4.6610e-16,2.2930e-17,208.5,6238.5,sn1999gd-19991215.46-fast_corrected.flm
2001V,13.71,0.01510,2.6249e-16,1.9152e-17,228.0,6418.0,sn2001V-20010524.30-mmt_corrected.flm
1994D,21.57,0.00290,3.4510e-15,1.6002e-16,224.9,6132.4,sn1994D-19940313.31-fast_corrected.flm
1997cn,3.24,0.01680,8.1658e-17,2.5204e-17,83.8,6278.4,sn1997cn-19970530.20-fast_corrected.flm
2002cd,6.05,0.01040,1.4112e-16,2.3330e-17,171.0,6396.0,sn2002cd-20020617.45-fast_corrected.flm
2004gs,2.90,0.02660,2.1907e-17,7.5491e-18,10.3,6320.6,sn2004gs-20050117.35-fast_corrected.flm
2006lf,18.95,0.01320,1.1995e-15,6.3312e-17,195.5,6200.9,sn2006lf-20061115.42-fast_corrected.flm
2006cp,7.84,0.02230,2.3725e-16,3.0246e-17,170.5,6211.3,sn2006cp-20060604.24-fast_corrected.flm
1998dm,5.85,0.00650,3.2822e-16,5.6104e-17,88.5,6202.5,sn1998dm-19980930.36-fast_corrected.flm
2002es,9.01,0.01800,3.3043e-16,3.6666e-17,178.5,6340.5,sn2002es-20020903.45-fast_corrected.flm
1995al,133.14,0.00510,3.7493e-14,2.8161e-16,283.7,6132.9,sn1995al-19951114.52-fast_corrected.flm
2001G,2.40,0.01680,6.2450e-17,2.6043e-17,85.5,6420.0,sn2001G-20010423.19-fast_corrected.flm
2006gr,2.67,0.03460,4.2070e-17,1.5731e-17,4.4,6363.6,sn2006gr-20061123.16-fast_corrected.flm
1999aa,11.47,0.01440,5.1027e-16,4.4498e-17,258.0,6222.5,sn1999aa-19990218.25-fast_corrected.flm
1999ef,9.57,0.03930,1.6265e-16,1.7003e-17,157.5,6364.5,sn1999ef-19991016.30-fast_corrected.flm
2006le,1.15,0.01740,7.8408e-17,6.8426e-17,17.6,6186.7,sn2006le-20061222.27-fast_corrected.flm
2006S,2.89,0.03210,4.2438e-17,1.4706e-17,89.7,6360.1,sn2006S-20060224.39-fast_corrected.flm
2007kk,15.74,0.04100,1.9256e-16,1.2235e-17,245.5,6364.0,sn2007kk-20071018.40-fast_corrected.flm
2007ba,5.06,0.03850,6.0475e-17,1.1952e-17,16.2,6370.0,sn2007ba-20070412.47-fast_corrected.flm
2006N,41.24,0.01430,2.8999e-15,7.0312e-17,227.9,6215.4,sn2006N-20060128.22-fast_corrected.flm
1999gh,2.89,0.00770,9.0788e-17,3.1384e-17,85.5,6258.0,sn1999gh-20000106.45-fast_corrected.flm
2008ar,16.52,0.02610,2.5647e-17,1.5527e-18,190.9,6503.7,sn2008ar-20080625.00-ldss3_corrected.flm
2002hd,11.08,0.03500,6.3791e-16,5.7569e-17,228.0,6355.5,sn2002hd-20021029.52-fast_corrected.flm
2007kk,12.71,0.04100,1.2892e-16,1.0141e-17,223.4,6365.0,sn2007kk-20071019.39-fast_corrected.flm
2002ha,4.20,0.01440,1.6345e-16,3.8938e-17,115.5,6063.0,sn2002ha-20021208.13-fast_corrected.flm
1997dt,38.12,0.00730,1.7158e-15,4.5007e-17,241.5,6165.0,sn1997dt-19971204.11-fast_corrected.flm
2003cg,24.03,0.00410,1.9011e-15,7.9129e-17,177.0,6162.0,sn2003cg-20030409.23-fast_corrected.flm
2007le,120.68,0.00680,1.7715e-11,1.4680e-13,241.1,6158.8,sn2007le-20071106.14-fast_corrected.flm
2006et,20.22,0.02240,6.3824e-16,3.1571e-17,227.9,6298.4,sn2006et-20060918.36-fast_corrected.flm
2004as,9.50,0.03100,2.4260e-16,2.5526e-17,226.5,6289.5,sn2004as-20040330.24-fast_corrected.flm
2001eh,3.24,0.03710,5.8868e-17,1.8192e-17,4.5,6346.5,sn2001eh-20011021.30-fast_corrected.flm
2007hj,41.29,0.01430,1.1282e-15,2.7327e-17,267.5,6210.2,sn2007hj-20070912.34-fast_corrected.flm
1999cl,45.83,0.00780,1.3291e-14,2.9001e-16,229.5,6175.8,sn1999cl-19990618.17-fast_corrected.flm
2007af,17.75,0.00540,5.1601e-16,2.9072e-17,235.2,6379.2,sn2007af-20070620.18-fast_corrected.flm
1994M,12.29,0.02320,8.0019e-16,6.5088e-17,219.0,6237.8,sn1994M-19940504.15-fast_corrected.flm
2000dg,2.87,0.03850,6.7342e-17,2.3484e-17,10.5,6372.0,sn2000dg-20000920.38-fast_corrected.flm
2002cu,6.82,0.02280,2.5346e-16,3.7148e-17,138.0,6228.0,sn2002cu-20020518.47-fast_corrected.flm
1999by,53.63,0.00220,1.9499e-14,3.6359e-16,262.5,6162.0,sn1999by-19990516.17-fast_corrected.flm
2006cz,10.97,0.04180,4.6162e-16,4.2062e-17,204.3,6342.1,sn2006cz-20060620.24-fast_corrected.flm
2007co,23.21,0.02700,3.7018e-16,1.5952e-17,233.7,6288.6,sn2007co-20070624.36-fast_corrected.flm
2003it,24.12,0.02510,4.9717e-16,2.0612e-17,220.5,6240.0,sn2003it-20031019.18-fast_corrected.flm
1995E,5.98,0.01200,2.9818e-16,4.9901e-17,35.1,6237.2,sn1995E-19950331.22-mmt_corrected.flm
2001fh,28.64,0.01230,7.0011e-16,2.4444e-17,226.5,6205.5,sn2001fh-20011115.09-fast_corrected.flm
2001eh,6.35,0.03710,1.1772e-16,1.8551e-17,135.0,6355.5,sn2001eh-20010915.42-fast_corrected.flm
1998es,17.29,0.01060,1.0229e-15,5.9163e-17,190.5,6200.0,sn1998es-19981120.26-fast_corrected.flm
2006le,4.13,0.01740,4.9407e-16,1.1961e-16,100.0,6216.1,sn2006le-20061030.43-fast_corrected.flm
2005cf,66.40,0.00650,7.1622e-15,1.0787e-16,251.4,6178.9,sn2005cf-20050611.32-fast_corrected.flm
1999dq,46.41,0.01410,2.6737e-15,5.7608e-17,199.5,6223.5,sn1999dq-19990920.46-fast_corrected.flm
2000ce,5.16,0.01630,2.6635e-15,5.1573e-16,54.0,6237.0,sn2000ce-20000523.14-fast_corrected.flm
2003cg,498.88,0.00410,7.4898e-15,1.5013e-17,286.0,6140.0,sn2003cg-20030329.27-mmt_corrected.flm
1997bp,18.22,0.00830,4.3446e-15,2.3839e-16,226.6,6067.9,sn1997bp-19970407.42-mmt_corrected.flm
2001fe,5.15,0.01340,2.6647e-16,5.1728e-17,118.5,6376.5,sn2001fe-20020109.43-fast_corrected.flm
1999cc,13.24,0.03140,3.1874e-16,2.4072e-17,225.0,6282.0,sn1999cc-19990514.36-fast_corrected.flm
2006le,10.79,0.01740,1.9978e-15,1.8514e-16,147.0,6228.8,sn2006le-20061123.36-fast_corrected.flm
2007A,34.37,0.01710,5.4414e-15,1.5832e-16,223.4,6257.8,sn2007A-20070117.11-fast_corrected.flm
2006cp,38.42,0.02230,9.3842e-16,2.4427e-17,238.1,6242.2,sn2006cp-20060620.19-fast_corrected.flm
2006X,87.43,0.00520,1.0220e-14,1.1690e-16,255.8,6076.7,sn2006X-20060221.40-fast_corrected.flm
1998aq,96.96,0.00390,1.9654e-14,2.0269e-16,222.0,6162.0,sn1998aq-19980504.26-fast_corrected.flm
2003du,18.66,0.00640,6.4863e-15,3.4767e-16,151.5,6315.0,sn2003du-20030625.22-fast_corrected.flm
2002ck,3.67,0.02980,9.7804e-17,2.6679e-17,100.5,6351.0,sn2002ck-20020519.24-fast_corrected.flm
2003cq,2.68,0.03330,1.2982e-16,4.8489e-17,12.0,6363.0,sn2003cq-20030411.25-fast_corrected.flm
2006gr,5.60,0.03460,5.7694e-17,1.0305e-17,124.9,6291.1,sn2006gr-20060927.30-fast_corrected.flm
